UPMF,SMF
465.62100410461426,452.2528648376465
466.3281536102295,450.27995109558105
461.9791603088379,454.12302017211914
462.89111137390137,458.93311500549316
463.33194732666016,455.9800624847412
466.3899040222168,451.84898376464844
463.3519744873047,456.15506172180176
464.07700538635254,452.03089714050293
464.67400550842285,452.3770809173584
466.05993270874023,451.08604431152344
475.9590721130371,466.0837650299072
464.1449546813965,452.29387283325195
465.0001621246338,452.46100425720215
460.00195503234863,472.959041595459
464.3001651763916,455.75404167175293
465.2760124206543,448.5158920288086
463.0789852142334,454.7569751739502
463.5701274871826,454.4100761413574
460.3328800201416,451.8849849700928
461.0631561279297,458.04381370544434
463.1688690185547,453.33409309387207
464.85496520996094,450.49595832824707
461.80511474609375,453.08995246887207
462.95095443725586,461.49587631225586
464.1058540344238,449.9650001525879
466.27880096435547,451.19309425354004
465.9938907623291,450.98185539245605
464.2369842529297,453.58991622924805
466.5739631652832,458.16683769226074
465.9519290924072,450.2990245819092
466.6171169281006,453.9618492126465
465.6608200073242,449.82004165649414
465.2609920501709,454.37002182006836
463.36318016052246,455.26981353759766
464.29301261901855,452.6329040527344
,456.76612854003906
462.3918628692627,453.4778594970703
463.4108638763428,460.18290519714355
462.61597633361816,457.44895935058594
464.79488372802734,457.0639133453369
465.1420211791992,454.0278911590576
465.81507682800293,456.41207695007324
466.8319320678711,451.3728618621826
463.98902893066406,458.07886123657227
460.6220817565918,450.29687881469727
465.5931091308594,452.3940086364746
465.51085472106934,446.8979835510254
465.40904998779297,451.89785957336426
465.1208019256592,457.92508125305176
462.0888328552246,451.65419578552246
462.81410217285156,451.39503479003906
465.1560878753662,454.664945602417
465.3229808807373,456.7129611968994
463.68504524230957,455.9619426727295
462.8050422668457,452.3310661315918
463.4749984741211,453.27186584472656
466.19893074035645,453.5949230194092
461.915979385376,452.862024307251
463.51409912109375,448.44603538513184
462.3921012878418,452.4238109588623
464.46109771728516,456.3000202178955
463.8111686706543,451.801061630249
465.89590072631836,450.8841037750244
464.8830986022949,455.21092414855957
464.19812202453613,453.8750648498535
460.0429630279541,455.65009117126465
464.0119171142578,452.87489891052246
461.54500007629395,458.575963973999
463.0191421508789,450.4549503326416
463.14979553222656,449.37801361083984
462.70800590515137,455.5389881134033
462.5439739227295,464.39099311828613
469.19203758239746,456.81095123291016
465.4128646850586,454.64301109313965
459.6340751647949,452.40116119384766
465.4181098937988,454.4379711151123
462.1899223327637,454.83899116516113
463.1369209289551,454.5249938964844
462.97980308532715,452.4979591369629
461.6150951385498,450.390100479126
463.2179832458496,452.06499099731445
462.2418975830078,454.04982566833496
464.93388175964355,453.9628028869629
